"","Name","Studios","Score","Popularity","Source"
"3080","Sengoku Basara Ni","Production I.G","7.57",1989,"Game"
"3081","Isshuukan Friends.","Brain's Base","7.57",580,"4-koma manga"
"3082","Re:Creators","TROYCA","7.57",365,"Original"
"3083","Sword Art Online: Alicization","A-1 Pictures","7.57",148,"Light novel"
"3084","Fukigen na Mononokean Tsuzuki","Pierrot Plus","7.57",2689,"Web manga"
"3085","Majo no Tabitabi","C2C","7.57",743,"Light novel"
"3086","Hataraku Saibou Black (TV)","LIDENFILMS","7.57",1200,"Manga"
"3087","Basilisk: Kouga Ninpou Chou","Gonzo","7.58",940,"Manga"
"3088","Aa! Megami-sama!: Sorezore no Tsubasa","AIC","7.58",2056,"Manga"
"3089","Hayate no Gotoku!","SynergySP","7.58",766,"Manga"
"3090","Wakakusa Monogatari: Nan to Jo-sensei","Nippon Animation","7.58",6517,"Unknown"
"3091","Minami-ke Okaeri","Asread","7.58",2005,"Manga"
"3092","Giant Killing","Studio Deen","7.58",2047,"Manga"
"3093","No.6","Bones","7.58",419,"Novel"
"3094","Yondemasu yo, Azazel-san. Z","Production I.G","7.58",2888,"Manga"
"3095","Tonari no Seki-kun","Shin-Ei Animation","7.58",855,"Manga"
"3096","D-Frag!","Brain's Base","7.58",441,"Manga"
"3097","Gugure! Kokkuri-san","TMS Entertainment","7.58",970,"4-koma manga"
"3098","World Trigger","Toei Animation","7.58",554,"Manga"
"3099","Mobile Suit Gundam Unicorn RE:0096","Sunrise","7.58",3296,"Novel"
"3100","Kemono Friends","Yaoyorozu","7.58",1842,"Game"
"3101","Love Live! Sunshine!! 2nd Season","Sunrise","7.58",1587,"Other"
"3102","Kino no Tabi: The Beautiful World - The Animated Series","Lerche","7.58",1043,"Light novel"
"3103","Yowamushi Pedal: Glory Line","TMS Entertainment","7.58",2503,"Manga"
"3104","Tsurune: Kazemai Koukou Kyuudoubu","Kyoto Animation","7.58",1566,"Light novel"
"3105","Ishuzoku Reviewers","Passione","7.58",444,"Manga"
"3106","Hungry Heart: Wild Striker","Nippon Animation","7.59",3612,"Manga"
"3107","Gensoumaden Saiyuuki","Studio Pierrot","7.59",2359,"Manga"
"3108","Mutsu Enmei Ryuu Gaiden: Shura no Toki","Studio Comet","7.59",3579,"Manga"
"3109","Ojamajo Doremi Dokkaan!","Toei Animation","7.59",4525,"Original"
"3110","Bishoujo Senshi Sailor Moon SuperS","Toei Animation","7.59",1528,"Manga"
"3111","Shounen Onmyouji","Studio Deen","7.59",2293,"Light novel"
"3112","Uchuu Senkan Yamato","Group TAC","7.59",3543,"Original"
"3113","Ashita no Nadja","Toei Animation","7.59",3303,"Original"
"3114","Over Drive","Xebec","7.59",2571,"Manga"
"3115","Black Jack 21","Tezuka Productions","7.59",4785,"Unknown"
"3116","Moyashimon","Telecom Animation Film, Shirogumi","7.59",1930,"Manga"
"3117","Inazuma Eleven","OLM","7.59",1075,"Game"
"3118","Konnichiwa Anne: Before Green Gables","Nippon Animation","7.59",6273,"Novel"
"3119","Mitsudomoe","Bridge","7.59",1512,"Manga"
"3120","Ao no Exorcist","A-1 Pictures","7.59",25,"Manga"
"3121","Sakamoto Desu ga?","Studio Deen","7.59",209,"Manga"
"3122","Uchuu Patrol Luluco","Trigger","7.59",1192,"Original"
"3123","Free!: Dive to the Future","Kyoto Animation, Animation Do","7.59",1275,"Original"
"3124","BanG Dream! 2nd Season","SANZIGEN","7.59",3095,"Original"
"3125","5-toubun no Hanayome","Tezuka Productions","7.59",293,"Manga"
"3126","Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.","SILVER LINK.","7.59",516,"Light novel"
"3127","Tsubasa Chronicle 2nd Season","Bee Train","7.6",1348,"Manga"
"3128","Baka to Test to Shoukanjuu","SILVER LINK.","7.6",221,"Light novel"
"3129","Arakawa Under the Bridge","Shaft","7.6",485,"Manga"
"3130","Densetsu no Yuusha no Densetsu","Zexcs","7.6",594,"Light novel"
"3131","Seitokai Yakuindomo","GoHands","7.6",337,"4-koma manga"
"3132","Yume-iro Pâtissière SP Professional","Studio Pierrot","7.6",2787,"Manga"
"3133","Yuru Yuri","Doga Kobo","7.6",511,"Manga"
"3134","Nobunaga Concerto","Fuji TV","7.6",2334,"Manga"
"3135","Ushio to Tora (TV)","MAPPA, Studio VOLN","7.6",831,"Manga"
"3136","Full Metal Panic! Invisible Victory","Xebec","7.6",1730,"Light novel"
"3137","Senki Zesshou Symphogear AXZ","Satelight","7.6",3108,"Original"
"3138","Osomatsu-san 2nd Season","Studio Pierrot","7.6",2423,"Manga"
"3139","Hinomaruzumou","Gonzo","7.6",1644,"Manga"
"3140","Major 2nd (TV) 2nd Season","OLM","7.6",4376,"Manga"
"3141","GetBackers","Studio Deen","7.61",1339,"Manga"
"3142","Kareshi Kanojo no Jijou","Gainax, J.C.Staff","7.61",875,"Manga"
"3143","Mahoujin Guruguru","Nippon Animation","7.61",5148,"Manga"
"3144","Master Keaton","Madhouse","7.61",3737,"Manga"
"3145","Shakugan no Shana II (Second)","J.C.Staff","7.61",531,"Light novel"
"3146","Toaru Majutsu no Index II","J.C.Staff","7.61",364,"Light novel"
"3147","Rokuhoudou Yotsuiro Biyori","Zexcs","7.61",3423,"Manga"
"3148","Noein: Mou Hitori no Kimi e","Satelight","7.62",1688,"Original"
"3149","Digimon Tamers","Toei Animation","7.62",927,"Original"
"3150","Black Jack (TV)","Tezuka Productions","7.62",3121,"Manga"
"3151","Majin Tantei Nougami Neuro","Madhouse","7.62",2023,"Manga"
"3152","Senjou no Valkyria","A-1 Pictures","7.62",1245,"Game"
"3153","Hakuouki Hekketsuroku","Studio Deen","7.62",1753,"Visual novel"
"3154","Log Horizon 2nd Season","Studio Deen","7.62",245,"Light novel"
"3155","New Game!","Doga Kobo","7.62",406,"4-koma manga"
"3156","Orange","Telecom Animation Film","7.62",210,"Manga"
"3157","Demi-chan wa Kataritai","A-1 Pictures","7.62",435,"Manga"
"3158","Shoujo☆Kageki Revue Starlight","Kinema Citrus","7.62",2065,"Original"
"3159","Love Live! Nijigasaki Gakuen School Idol Doukoukai","Sunrise","7.62",2544,"Other"
"3160","Chuuka Ichiban!","Nippon Animation","7.63",4086,"Manga"
"3161","Kekkaishi (TV)","Sunrise","7.63",1491,"Manga"
"3162","Dragon Quest: Dai no Daibouken (TV)","Toei Animation","7.63",3777,"Manga"
"3163","Trapp Ikka Monogatari","Nippon Animation","7.63",6038,"Other"
"3164","The iDOLM@STER","A-1 Pictures","7.63",1133,"Game"
"3165","Gakkougurashi!","Lerche","7.63",399,"Manga"
"3166","K: Return of Kings","GoHands","7.63",565,"Original"
"3167","Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season","Xebec, I.Gzwei","7.63",4494,"Original"
"3168","Pokemon XY&Z","OLM","7.63",1640,"Game"
"3169","Radiant 2nd Season","Lerche","7.63",1844,"Other"
"3170","Sword Art Online: Alicization - War of Underworld","A-1 Pictures","7.63",308,"Light novel"
"3171","BanG Dream! Garupa☆Pico: Oomori","SANZIGEN","7.63",6157,"Manga"
"3172","Fushigi Yuugi","Studio Pierrot","7.64",1434,"Manga"
"3173","Chibi Maruko-chan","Nippon Animation","7.64",5059,"Manga"
"3174","Ga-Rei: Zero","AIC Spirits, Asread","7.64",713,"Manga"
"3175","Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka","J.C.Staff","7.64",60,"Light novel"
"3176","Owari no Seraph: Nagoya Kessen-hen","Wit Studio","7.64",218,"Manga"
"3177","Fune wo Amu","Zexcs","7.64",1575,"Novel"
"3178","Aggressive Retsuko","Fanworks","7.64",1778,"Other"
"3179","Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou","Studio Gokumi","7.64",2831,"Light novel"
"3180","Hataraku Saibou (TV)","David Production","7.64",295,"Manga"
"3181","Rozen Maiden: Träumend","Nomad","7.65",1479,"Manga"
"3182","Full Metal Panic!","Gonzo","7.65",322,"Light novel"
"3183","Gakuen Alice","Group TAC","7.65",1640,"Manga"
"3184","Jigoku Shoujo","Studio Deen","7.65",490,"Original"
"3185","Daa! Daa! Daa!","J.C.Staff","7.65",3651,"Manga"
"3186","Mahou Shoujo Lyrical Nanoha StrikerS","Seven Arcs","7.65",2328,"Original"
"3187","Junjou Romantica","Studio Deen","7.65",720,"Manga"
"3188","Jigoku Shoujo Mitsuganae","Studio Deen","7.65",1553,"Original"
"3189","Tegamibachi","Studio Pierrot","7.65",1357,"Manga"
"3190","Nurarihyon no Mago","Studio Deen","7.65",659,"Manga"
"3191","Nisekoi","Shaft","7.65",97,"Manga"
"3192","Kekkai Sensen","Bones","7.65",164,"Manga"
"3193","Yamada-kun to 7-nin no Majo (TV)","LIDENFILMS","7.65",199,"Manga"
"3194","Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou","Studio Gokumi","7.65",2972,"Original"
"3195","Hakumei to Mikochi","Lerche","7.65",2317,"Manga"
"3196","Runway de Waratte","Ezόla","7.65",1646,"Manga"
"3197","Chrno Crusade","Gonzo","7.66",742,"Manga"
"3198","Blood+","Production I.G","7.66",431,"Original"
"3199","Ima, Soko ni Iru Boku","AIC","7.66",1309,"Original"
"3200","Genshiken","Palm Studio","7.66",976,"Manga"
"3201","Ichigo Mashimaro","Daume","7.66",1796,"4-koma manga"
"3202","Bokura no","Gonzo","7.66",987,"Manga"
"3203","Romeo x Juliet","Gonzo","7.66",957,"Book"
"3204","AKB0048: Next Stage","Satelight","7.66",2870,"Original"
"3205","Hakkenden: Touhou Hakken Ibun 2nd Season","Studio Deen","7.66",2163,"Manga"
"3206","Cardcaptor Sakura: Clear Card-hen","Madhouse","7.66",1495,"Manga"
"3207","3D Kanojo: Real Girl 2nd Season","Hoods Entertainment","7.66",1310,"Manga"
"3208","Kami no Tou","Telecom Animation Film","7.66",219,"Web manga"
"3209","Eikoku Koi Monogatari Emma","Studio Pierrot","7.67",2434,"Manga"
"3210","Utawarerumono","OLM","7.67",1057,"Visual novel"
"3211","Lupin III","Tokyo Movie Shinsha","7.67",1750,"Manga"
"3212","Shingeki no Bahamut: Genesis","MAPPA","7.67",416,"Card game"
"3213","Ao Haru Ride","Production I.G","7.67",182,"Manga"
"3214","Soredemo Sekai wa Utsukushii","Studio Pierrot","7.67",629,"Manga"
"3215","Kindaichi Shounen no Jikenbo Returns 2nd Season","Toei Animation","7.67",5220,"Manga"
"3216","Tsurezure Children","Studio Gokumi","7.67",249,"4-koma manga"
"3217","Ani ni Tsukeru Kusuri wa Nai! 3","Fanworks, Imagineer","7.67",3524,"Web manga"
"3218","Mousou Dairinin","Madhouse","7.68",489,"Original"
"3219","Maria-sama ga Miteru: Haru","Studio Deen","7.68",3444,"Light novel"
"3220","Bishoujo Senshi Sailor Moon","Toei Animation","7.68",514,"Manga"
"3221","Gakkou no Kaidan","Studio Pierrot","7.68",1232,"Original"
"3222","Shoukoujo Sara","Nippon Animation","7.68",4122,"Novel"
"3223","Fairy Tail","Satelight, A-1 Pictures","7.68",32,"Manga"
"3224","Poyopoyo Kansatsu Nikki","Studio Deen","7.68",3767,"4-koma manga"
"3225","Servant x Service","A-1 Pictures","7.68",872,"4-koma manga"
"3226","Free!: Eternal Summer","Kyoto Animation, Animation Do","7.68",450,"Original"
"3227","Flip Flappers","Studio 3Hz","7.68",949,"Original"
"3228","Ajin 2nd Season","Polygon Pictures","7.68",641,"Manga"
"3229","ACCA: 13-ku Kansatsu-ka","Madhouse","7.68",1202,"Manga"
"3230","Enen no Shouboutai","David Production","7.68",130,"Manga"
"3231","Machikado Mazoku","J.C.Staff","7.68",1521,"4-koma manga"
"3232","Fruits Basket","Studio Deen","7.69",314,"Manga"
"3233","Seikai no Monshou","Sunrise","7.69",2463,"Light novel"
"3234","Kidou Keisatsu Patlabor: On Television","Sunrise","7.69",3054,"Original"
"3235","Aria the Animation","Hal Film Maker","7.69",1151,"Manga"
"3236","Bishoujo Senshi Sailor Moon R","Toei Animation","7.69",1213,"Manga"
"3237","Crayon Shin-chan","Shin-Ei Animation","7.69",2060,"Manga"
"3238","Taiyou no Ko Esteban","Studio Pierrot","7.69",4958,"Novel"
"3239","Urusei Yatsura","Studio Pierrot, Studio Deen","7.69",2056,"Manga"
"3240","Minami-ke","Daume","7.69",983,"Manga"
"3241","Minami-ke Tadaima","feel.","7.69",2285,"Manga"
"3242","Sidonia no Kishi","Polygon Pictures","7.69",755,"Manga"
"3243","Dragon Ball Kai (2014)","Toei Animation","7.69",1164,"Manga"
"3244","Yowamushi Pedal: New Generation","TMS Entertainment","7.69",2007,"Manga"
"3245","Hai to Gensou no Grimgar","A-1 Pictures","7.69",215,"Light novel"
"3246","Turn A Gundam","Sunrise, Nakamura Production","7.7",2714,"Original"
"3247","Hana yori Dango","Toei Animation","7.7",2293,"Manga"
"3248","Tenkuu no Escaflowne","Sunrise","7.7",1157,"Original"
"3249","Kyou kara Maou!","Studio Deen","7.7",1513,"Light novel"
"3250","Akage no Anne","Nippon Animation","7.7",3492,"Novel"
"3251","Keroro Gunsou","Sunrise","7.7",2012,"Manga"
"3252","Doraemon (1979)","Shin-Ei Animation","7.7",2598,"Manga"
"3253","Chi's Sweet Home","Madhouse","7.7",2134,"Manga"
"3254","Working!!","A-1 Pictures","7.7",375,"4-koma manga"
"3255","Kimi to Boku.","J.C.Staff","7.7",1000,"Manga"
"3256","Tsuritama","A-1 Pictures","7.7",1042,"Original"
"3257","Go! Princess Precure","Toei Animation","7.7",4479,"Original"
"3258","Ginga Eiyuu Densetsu: Die Neue These - Kaikou","Production I.G","7.7",1928,"Novel"
"3259","Kanojo to Kanojo no Neko: Everything Flows","LIDENFILMS","7.7",1473,"Original"
"3260","Inuyashiki","MAPPA","7.7",318,"Manga"
"3261","Mairimashita! Iruma-kun","Bandai Namco Pictures","7.7",751,"Manga"
"3262","D4DJ: First Mix","SANZIGEN","7.7",4575,"Original"
"3263","Sexy Commando Gaiden: Sugoi yo!! Masaru-san","Magic Bus","7.71",4803,"Manga"
"3264","Mujin Wakusei Survive","Madhouse, Telecom Animation Film","7.71",3417,"Original"
"3265","Uchuu Kaizoku Captain Herlock","Toei Animation","7.71",3059,"Manga"
"3266","Space Cobra","Tokyo Movie Shinsha","7.71",4046,"Manga"
"3267","Shin Mazinger Shougeki! Z-hen","Bee Media, Code","7.71",4449,"Manga"
"3268","Mitsudomoe Zouryouchuu!","Bridge","7.71",2544,"Manga"
"3269","White Album 2","Satelight","7.71",774,"Visual novel"
"3270","Arslan Senki (TV)","SANZIGEN, LIDENFILMS","7.71",467,"Manga"
"3271","Prison School","J.C.Staff","7.71",136,"Manga"
"3272","Princess Principal","Actas, Studio 3Hz","7.71",954,"Original"
"3273","Joshikousei no Mudazukai","Passione","7.71",1742,"Web manga"
"3274","Mobile Suit Gundam Wing","Sunrise","7.72",1118,"Original"
"3275","Seikai no Senki","Sunrise","7.72",3069,"Light novel"
"3276","Pandora Hearts","Xebec","7.72",368,"Manga"
"3277","Toaru Kagaku no Railgun","J.C.Staff","7.72",281,"Manga"
"3278","Bokura wa Minna Kawai-sou","Brain's Base","7.72",458,"Manga"
"3279","Bishoujo Senshi Sailor Moon Crystal Season III","Toei Animation","7.72",2502,"Manga"
"3280","Hug tto! Precure","Toei Animation","7.72",4704,"Original"
"3281","Ani ni Tsukeru Kusuri wa Nai! 2","Fanworks, Imagineer","7.72",2966,"Web manga"
"3282","Soukou Kihei Votoms","Sunrise","7.73",3811,"Original"
"3283","Hayate no Gotoku!!","J.C.Staff","7.73",1397,"Manga"
"3284","Dragon Ball Kai","Toei Animation","7.73",536,"Manga"
"3285","Kami nomi zo Shiru Sekai","Manglobe","7.73",230,"Manga"
"3286","Panty & Stocking with Garterbelt","Gainax","7.73",478,"Original"
"3287","Binbougami ga!","Sunrise","7.73",763,"Manga"
"3288","Fairy Tail (2014)","A-1 Pictures, Bridge","7.73",128,"Manga"
"3289","Nejimaki Seirei Senki: Tenkyou no Alderamin","Madhouse","7.73",589,"Light novel"
"3290","Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?","Satelight, C2C","7.73",516,"Light novel"
"3291","Tetsuwan Birdy Decode:02","A-1 Pictures","7.74",2398,"Manga"
"3292","Aoi Bungaku Series","Madhouse","7.74",885,"Novel"
"3293","Hourou Musuko","AIC Classic","7.74",1353,"Manga"
"3294","Seitokai Yakuindomo*","GoHands","7.74",735,"4-koma manga"
"3295","Gate: Jieitai Kanochi nite, Kaku Tatakaeri","A-1 Pictures","7.74",177,"Light novel"
"3296","Bungou Stray Dogs Wan!","Bones, Nomad","7.74",2581,"Manga"
"3297","Watashi no Ashinaga Ojisan","Nippon Animation","7.75",4587,"Novel"
"3298","Seto no Hanayome","Gonzo","7.75",522,"Manga"
"3299","Kuroshitsuji","A-1 Pictures","7.75",92,"Manga"
"3300","Chi's Sweet Home: Atarashii Ouchi","Madhouse","7.75",3295,"Manga"
"3301","Arakawa Under the Bridge x Bridge","Shaft","7.75",1082,"Manga"
"3302","D.Gray-man Hallow","TMS Entertainment","7.75",953,"Manga"
"3303","Akudama Drive","Studio Pierrot","7.75",719,"Original"
"3304","Texhnolyze","Madhouse","7.76",823,"Original"
"3305","Ranma ½","Studio Deen","7.76",767,"Manga"
"3306","Tantei Gakuen Q","Studio Pierrot","7.76",3072,"Manga"
"3307","Ueki no Housoku","Studio Deen","7.76",1424,"Manga"
"3308","Slayers","E&G Films","7.76",1241,"Light novel"
"3309","Yamato Nadeshiko Shichihenge♥","Nippon Animation","7.76",1104,"Manga"
"3310","Kochira Katsushikaku Kameari Kouenmae Hashutsujo","Gallop","7.76",4529,"Manga"
"3311","Hanasakeru Seishounen","Studio Pierrot","7.76",2056,"Manga"
"3312","Baka to Test to Shoukanjuu Ni!","SILVER LINK.","7.76",439,"Light novel"
"3313","Junjou Romantica 3","Studio Deen","7.76",1500,"Manga"
"3314","Udon no Kuni no Kiniro Kemari","LIDENFILMS","7.76",1405,"Manga"
"3315","New Game!!","Doga Kobo","7.76",743,"4-koma manga"
"3316","Doukyonin wa Hiza, Tokidoki, Atama no Ue.","Zero-G","7.76",1147,"Web manga"
"3317","Shokugeki no Souma: Shin no Sara","J.C.Staff","7.76",373,"Manga"
"3318","Saint Seiya","Toei Animation","7.77",1026,"Manga"
"3319","Lucky☆Star","Kyoto Animation","7.77",218,"4-koma manga"
"3320","Genshiken 2","Arms","7.77",1777,"Manga"
"3321","Chuunibyou demo Koi ga Shitai!","Kyoto Animation","7.77",77,"Light novel"
"3322","Sidonia no Kishi: Daikyuu Wakusei Seneki","Polygon Pictures","7.77",1375,"Manga"
"3323","Charlotte","P.A. Works","7.77",64,"Original"
"3324","Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season","A-1 Pictures","7.77",322,"Light novel"
"3325","Karakai Jouzu no Takagi-san","Shin-Ei Animation","7.77",368,"Manga"
"3326","Mobile Suit Gundam","Sunrise","7.78",1427,"Original"
"3327","Shaman King","Xebec","7.78",477,"Manga"
"3328","City Hunter '91","Sunrise","7.78",4195,"Manga"
"3329","Claymore","Madhouse","7.78",208,"Manga"
"3330","Tegamibachi Reverse","Studio Pierrot","7.78",2145,"Manga"
"3331","Jinrui wa Suitai Shimashita","AIC ASTA","7.78",935,"Light novel"
"3332","Lupin the Third: Mine Fujiko to Iu Onna","TMS Entertainment","7.78",2312,"Manga"
"3333","Golden Time","J.C.Staff","7.78",138,"Light novel"
"3334","Kyoukai no Kanata","Kyoto Animation","7.78",99,"Light novel"
"3335","Kyousou Giga (TV)","Toei Animation","7.78",1011,"Original"
"3336","IDOLiSH7","TROYCA","7.78",2570,"Game"
"3337","Overlord II","Madhouse","7.78",148,"Light novel"
"3338","BanG Dream! Garupa☆Pico","SANZIGEN, DMM.futureworks","7.78",4173,"Original"
"3339","Jibaku Shounen Hanako-kun","Lerche","7.78",501,"Manga"
"3340","Enen no Shouboutai: Ni no Shou","David Production","7.78",388,"Manga"
"3341","Mobile Suit Gundam SEED","Sunrise","7.79",1057,"Original"
"3342","Digimon Adventure","Toei Animation","7.79",419,"Other"
"3343","Oniisama e...","Tezuka Productions","7.79",3031,"Manga"
"3344","Ie Naki Ko","Madhouse, TMS Entertainment","7.79",4827,"Novel"
"3345","Heartcatch Precure!","Toei Animation","7.79",3335,"Original"
"3346","Shiki","Daume","7.79",272,"Manga"
"3347","Sekaiichi Hatsukoi","Studio Deen","7.79",861,"Manga"
"3348","Gundam Build Fighters","Sunrise","7.79",2022,"Original"
"3349","Akagami no Shirayuki-hime","Bones","7.79",284,"Manga"
"3350","Bungou Stray Dogs","Bones","7.79",107,"Manga"
"3351","Bleach","Studio Pierrot","7.8",33,"Manga"
"3352","Lupin III: Part II","Tokyo Movie Shinsha","7.8",3305,"Manga"
"3353","Hoozuki no Reitetsu","Wit Studio","7.8",1352,"Manga"
"3354","Saenai Heroine no Sodatekata ♭","A-1 Pictures","7.8",606,"Light novel"
"3355","Ginga Tetsudou 999","Toei Animation","7.81",3235,"Manga"
"3356","Ghost Hunt","J.C.Staff","7.81",766,"Light novel"
"3357","Kyou kara Maou! 3rd Series","Studio Deen","7.81",3062,"Light novel"
"3358","Tentai Senshi Sunred","AIC ASTA","7.81",3718,"Manga"
"3359","Love Live! School Idol Project 2nd Season","Sunrise","7.81",717,"Other"
"3360","Tokyo Ghoul","Studio Pierrot","7.81",7,"Manga"
"3361","Last Exile","Gonzo","7.82",995,"Original"
"3362","Wolf's Rain","Bones","7.82",528,"Original"
"3363","Yuusha-Ou GaoGaiGar","Sunrise","7.82",3980,"Original"
"3364","City Hunter 3","Sunrise","7.82",4188,"Manga"
"3365","Maria-sama ga Miteru 4th","Studio Deen","7.82",3810,"Light novel"
"3366","Saraiya Goyou","Manglobe","7.82",1809,"Manga"
"3367","Kokoro Connect","SILVER LINK.","7.82",161,"Light novel"
"3368","Gochuumon wa Usagi Desu ka??","Kinema Citrus, White Fox","7.82",1401,"4-koma manga"
"3369","Somali to Mori no Kamisama","Satelight","7.82",774,"Web manga"
"3370","Paradise Kiss","Madhouse","7.83",983,"Manga"
"3371","Capeta","Studio Comet","7.83",3652,"Manga"
"3372","Slayers Try","J.C.Staff","7.83",2335,"Light novel"
"3373","Higashi no Eden","Production I.G","7.83",274,"Original"
"3374","Hataraku Maou-sama!","White Fox","7.83",62,"Light novel"
"3375","Golden Kamuy","Geno Studio","7.83",672,"Manga"
"3376","Jungle wa Itsumo Hare nochi Guu","Shin-Ei Animation","7.84",2987,"Manga"
"3377","Seikai no Senki II","Sunrise","7.84",3643,"Light novel"
"3378","Hidamari Sketch x 365","Shaft","7.84",3140,"4-koma manga"
"3379","K-On!","Kyoto Animation","7.84",108,"4-koma manga"
"3380","91 Days","Shuka","7.84",265,"Original"
"3381","Nanatsu no Taizai: Imashime no Fukkatsu","A-1 Pictures","7.84",115,"Manga"
"3382","Gakuen Babysitters","Brain's Base","7.84",887,"Manga"
"3383","Hoozuki no Reitetsu 2nd Season: Sono Ni","Studio Deen","7.84",3549,"Manga"
"3384","InuYasha","Sunrise","7.85",187,"Manga"
"3385","Bishoujo Senshi Sailor Moon S","Toei Animation","7.85",1274,"Manga"
"3386","Michiko to Hatchin","Manglobe","7.85",1001,"Original"
"3387","Junjou Romantica 2","Studio Deen","7.85",1013,"Manga"
"3388","Yuru Yuri♪♪","Doga Kobo","7.85",990,"Manga"
"3389","Jormungand","White Fox","7.85",528,"Manga"
"3390","Baby Steps","Studio Pierrot","7.85",1207,"Manga"
"3391","Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV)","Lerche","7.85",190,"Light novel"
"3392","Akachan to Boku","Studio Pierrot","7.86",3939,"Manga"
"3393","Les Misérables: Shoujo Cosette","Nippon Animation","7.86",3527,"Novel"
"3394","Tasogare Otome x Amnesia","SILVER LINK.","7.86",436,"Manga"
"3395","Grisaia no Rakuen","8bit","7.86",453,"Visual novel"
"3396","Mahoujin Guruguru (2017)","Production I.G","7.86",3106,"Manga"
"3397","Gungrave","Madhouse","7.87",963,"Game"
"3398","Seihou Bukyou Outlaw Star","Sunrise","7.87",1180,"Manga"
"3399","Musekinin Kanchou Tylor","Tatsunoko Production","7.87",2609,"Light novel"
"3400","Eikoku Koi Monogatari Emma: Molders-hen","Ajia-Do","7.87",3583,"Manga"
"3401","Igano Kabamaru","Group TAC","7.87",5153,"Manga"
"3402","Yume-iro Pâtissière","Studio Pierrot, Studio Hibari","7.87",1921,"Manga"
"3403","Working'!!","A-1 Pictures","7.87",672,"4-koma manga"
"3404","Kono Oto Tomare!","Platinum Vision","7.87",1040,"Manga"
"3405","Suzumiya Haruhi no Yuuutsu","Kyoto Animation","7.88",115,"Light novel"
"3406","Soul Eater","Bones","7.88",43,"Manga"
"3407","Uchouten Kazoku","P.A. Works","7.88",1074,"Novel"
"3408","Space☆Dandy","Bones","7.88",537,"Original"
"3409","High Score Girl","J.C.Staff","7.88",880,"Manga"
"3410","Magic Kaito 1412","A-1 Pictures","7.88",1468,"Manga"
"3411","Kekkai Sensen & Beyond","Bones","7.88",470,"Manga"
"3412","Hoozuki no Reitetsu 2nd Season","Studio Deen","7.88",2695,"Manga"
"3413","Nanatsu no Taizai","A-1 Pictures","7.89",27,"Manga"
"3414","Tennis no Ouji-sama","Trans Arts","7.9",1039,"Manga"
"3415","Sayonara Zetsubou Sensei","Shaft","7.9",493,"Manga"
"3416","Tentai Senshi Sunred 2nd Season","AIC ASTA","7.9",5697,"Manga"
"3417","Tanaka-kun wa Itsumo Kedaruge","SILVER LINK.","7.9",446,"Web manga"
"3418","Id:Invaded","NAZ","7.9",704,"Original"
"3419","Naruto","Studio Pierrot","7.91",8,"Manga"
"3420","Zan Sayonara Zetsubou Sensei","Shaft","7.91",1545,"Manga"
"3421","Beelzebub","Pierrot Plus","7.91",280,"Manga"
"3422","Magi: Sinbad no Bouken (TV)","Lay-duce","7.91",394,"Manga"
"3423","Little Witch Academia (TV)","Trigger","7.91",279,"Original"
"3424","Mobile Suit Zeta Gundam","Sunrise","7.92",2159,"Original"
"3425","Ergo Proxy","Manglobe","7.92",249,"Original"
"3426","Bishoujo Senshi Sailor Moon: Sailor Stars","Toei Animation","7.92",1570,"Manga"
"3427","Terra e... (TV)","Tokyo Kids, Minami Machi Bugyousho","7.92",2183,"Manga"
"3428","Macross F","Satelight","7.92",1141,"Original"
"3429","Yuri!!! on Ice","MAPPA","7.92",191,"Original"
"3430","Megalo Box","TMS Entertainment","7.92",395,"Original"
"3431","Sakigake!! Cromartie Koukou","Production I.G","7.93",1279,"Manga"
"3432","City Hunter","Sunrise","7.93",2196,"Manga"
"3433","Jigoku Shoujo Futakomori","Studio Deen","7.93",1103,"Original"
"3434","Takarajima","Madhouse, TMS Entertainment","7.93",4269,"Novel"
"3435","Ie Naki Ko Remy","Nippon Animation","7.93",4112,"Novel"
"3436","Zoku Sayonara Zetsubou Sensei","Shaft","7.93",1282,"Manga"
"3437","Hidamari Sketch x ☆☆☆","Shaft","7.93",3383,"4-koma manga"
"3438","Lupin III (2015)","TMS Entertainment, Telecom Animation Film","7.93",2259,"Manga"
"3439","Yagate Kimi ni Naru","TROYCA","7.93",768,"Manga"
"3440","School Rumble","Studio Comet","7.94",514,"Manga"
"3441","Kaleido Star","Gonzo, Production I.G","7.94",1828,"Original"
"3442","Touhai Densetsu Akagi: Yami ni Maiorita Tensai","Madhouse","7.94",1631,"Manga"
"3443","Saiunkoku Monogatari","Madhouse","7.94",1677,"Light novel"
"3444","Macross","Tatsunoko Production","7.94",1614,"Original"
"3445","Ginga Sengoku Gunyuuden Rai","E&G Films","7.94",4637,"Manga"
"3446","Tiger & Bunny","Sunrise","7.94",814,"Original"
